"text","timestamp"
"👏👏👏👏👏","2023-08-24T16:36:22.000Z"
"👏🏻👏🏻👏🏻👏🏻","2023-08-24T16:36:37.000Z"
"Minha cidade tá ficando linda 😍","2023-08-24T17:08:28.000Z"
"👏👏👏","2023-08-24T17:24:06.000Z"
"Cada dia mais linda nossa cidade 🙌","2023-08-24T18:26:16.000Z"
"👏👏👏👏👏👏","2023-08-24T22:15:40.000Z"
"😍😍show de bola!😍😍","2023-08-26T19:22:14.000Z"
"Vamos se vacinar, galera! 👏","2023-08-24T13:48:09.000Z"
"Vacina para hepatite tb?","2023-08-24T13:49:35.000Z"
"👏❤️","2023-08-24T13:56:12.000Z"
"Importante se vacinar,atualizar a caderneta..","2023-08-24T14:01:15.000Z"
"Vamos  se vacinar👍👏👏👏","2023-08-24T14:04:25.000Z"
"👏👏👏❤️","2023-08-24T14:08:55.000Z"
"Excelente iniciativa ❤️❤️❤️","2023-08-24T14:29:00.000Z"
"@brunossnascimento ❤️💛💚","2023-08-24T14:35:55.000Z"
"@jaciara_mts 🥰","2023-08-24T14:35:59.000Z"
"@dnicollyvfkaykebruno 🤩","2023-08-24T14:36:03.000Z"
"@lipenico 🥰❤️","2023-08-24T14:36:08.000Z"
"@_atemporalmi 👏👏👏","2023-08-24T14:36:15.000Z"
"@lea.costta Vamos 🥳","2023-08-24T14:36:19.000Z"
"👏👏💉💉","2023-08-24T15:08:41.000Z"
"Pra cima povo 🚀🚀🚀 vamos cuidar da saúde 👏👏👏👏🥰","2023-08-24T15:19:07.000Z"
"Vamos lá galera se vacinar levem o seu cartão 😂😂","2023-08-24T15:19:48.000Z"
"@joycebrandao__ 😍❤️","2023-08-24T15:42:00.000Z"
"@kleitondocavaco Vamos 🥳","2023-08-24T15:42:04.000Z"
"@wanybrito Olá, Wany! Sim","2023-08-24T15:42:14.000Z"
"@nerivaldo7205 Vamos 🥳","2023-08-24T15:42:21.000Z"
"Posso está fazendo panfletagem de empresa lá na hora?","2023-08-24T16:07:38.000Z"
"Vamos divulgar essa programação,  ótima oportunidade para atualizar as vacinas e tirar o cartão que é super necessário.  E pra melhorar leve seu filho para as programações.","2023-08-24T16:13:49.000Z"
"Vamos se vacinar  galera","2023-08-24T16:14:28.000Z"
"Quando vai ter na zona norte?","2023-08-24T16:21:11.000Z"
"Vacina Influenza também?","2023-08-24T17:31:51.000Z"
"👏👏👏👏👏👏👏👏 bora vacinarrrrrrrr","2023-08-24T18:00:53.000Z"
"Quais são as vacinas de rotina disponíveis?","2023-08-24T18:28:20.000Z"
"@sarinhaaleite","2023-08-24T19:56:27.000Z"
"@prefeiturademacapa grata","2023-08-24T20:31:06.000Z"
"Vacina é vida 👏🏾👏🏾","2023-08-25T00:36:29.000Z"
"São todas as de rotina? Meu filho tem as de 4 anos pra tomar","2023-08-25T19:53:32.000Z"
"Vai ter vacina de febre amarela?","2023-08-25T23:18:40.000Z"
"Prefeito quando os profissionais da educação municipal terão o decreto de estabilidade e a progressão referente ao estágio probatório? Isso está muitíssimo atrasado, uma falta de comprometimento. @dr.furlan @prefeiturademacapa","2023-08-26T09:34:08.000Z"
"Vai ter alguma ação amanhã ou lugar que vai está vacinando?","2023-09-01T22:35:26.000Z"
"👏👏👏","2023-08-25T00:21:17.000Z"
"❤️🙌🙌🙌 maravilhoso 👏👏","2023-08-25T00:37:41.000Z"
"😍😍😍😍😍😍😍","2023-08-25T00:55:52.000Z"
"Show secretário 👏","2023-08-25T00:59:21.000Z"
"👏👏👏😍 muito bom","2023-08-25T10:17:15.000Z"
"secretário, e o projeto de Muay Thay do Céu das artes da zona norte, que foi encerrado, porque começam um projeto e não dão continuidade, apoio e atençao devida","2023-08-25T11:40:22.000Z"
"Que bacana ver isso!","2023-08-25T11:59:29.000Z"
"@capelasantoantoniosmrn 😍❤️","2023-08-25T12:00:27.000Z"
"@pimenteiro_molhospimenta 🤩","2023-08-25T12:01:00.000Z"
"@jana_cant ❤️❤️❤️","2023-08-25T12:01:07.000Z"
"@marainamartins 🥰❤️","2023-08-25T12:01:12.000Z"
"@amanda_guedesd ❣️","2023-08-25T12:01:18.000Z"
"@kiralima06 🥰❤️","2023-08-25T12:01:24.000Z"
"@borgeselciane 💖","2023-08-25T12:01:28.000Z"
"Onde faz inscrição? Tem vaga disponível?","2023-08-25T13:43:34.000Z"
"Projeto lindo. Parabéns 👏👏👏","2023-08-25T21:36:54.000Z"
"Boa iniciativa! 👏👏👏","2023-08-25T21:48:49.000Z"
"👏👏👏👏👏👏","2023-08-26T12:21:45.000Z"
"@helsonfreitasap obrigada secretário 🤝","2023-08-24T00:34:22.000Z"
"Incrivel como algumas pessoas reclamam, não querendo puxar sardinha para prefeito algum, mas esta iniciativa está de parabéns, isso evita que pessoas descartem de forma irregular criando com isto lixeiras viciadas pela cidade, qual prefeito nesse país está realizando o mesmo serviço? ""Há demora semanas"" sim tem uma multidão de pedidos para atender e uma logística de descarte adequado, o problema é que muitas pessoas sao imediatistas em não aguardar sua vez, a geladeira pifa as 00:00h na manhã seguinte solicita a prefeitura e quer que em 1 hora ou mesmo dia a solução. ""Há demorou 30 dias e aí ligaram para acertar mas ja resolvi "" mas ligaram oras!! Então seria resolvido, existe alguma lei que obrigue o executivo a ter que coletar esses moveis velhos? Não. A prefeitura pode ter Ns problemas dignos de critica mas tem coisas que devem ser ponderadas. Sei que este comentário por obvio terá crítica desses que adoram sujar a cidade e jogam a culpa no prefeito A governo D, paciência. Parabéns @prefeiturademacapa","2023-08-24T03:38:39.000Z"
"Depois de duas semana que agente liga que aparecem","2023-08-24T04:20:25.000Z"
"@savanagomes aki na minha casa também vieram rápido pra pegar, pq tinha demanda pro bairro que eu moro ,eu gostei muito estão de parabéns todos os envolvidos 👏👏👏👏","2023-08-24T04:23:04.000Z"
"Macapá disponibilizando serviços à população,  tá de parabéns #macapatadiferente👏👏👏👏","2023-08-24T10:36:30.000Z"
"👏👏👏😍😍","2023-08-24T11:00:17.000Z"
"👏👏👏","2023-08-24T11:04:31.000Z"
"Esse serviço cobram taxa?","2023-08-24T11:29:04.000Z"
"@fisiokarenlacerda ❤️🤩","2023-08-24T11:46:31.000Z"
"@nagilarochax 😍","2023-08-24T11:46:35.000Z"
"@may_glendaa ❤️❤️❤️","2023-08-24T11:46:39.000Z"
"@jeanepenante 🤩❤️","2023-08-24T11:46:43.000Z"
"@ailtonsalomaodealmeida 😍❤️","2023-08-24T11:46:51.000Z"
"@erica_frnandes 🥰","2023-08-24T11:46:56.000Z"
"@akinocristina ❤️🥰","2023-08-24T11:47:02.000Z"
"@ana_homobono ❤️🥰","2023-08-24T11:47:18.000Z"
"@alessandra_coelho_reis ❤️🥰","2023-08-24T11:47:25.000Z"
"@ruteneaamorim ❤️🥰","2023-08-24T11:47:31.000Z"
"@gatolandia0 🤩❤️","2023-08-24T11:47:35.000Z"
"@neyalobato22 ❤️🤩","2023-08-24T11:47:42.000Z"
"@adrieleesousatt 😍","2023-08-24T11:47:46.000Z"
"@eluanecst Olá, Eluane! Não, o serviço é gratuito 💪","2023-08-24T11:48:17.000Z"
"@prefeiturademacapa obrigado 🤝","2023-08-24T12:11:54.000Z"
"Quero destacar uma cama velha","2023-08-24T14:01:09.000Z"
"Agendei e fizeram a retirada dos itens que foram agendados. Muito bom esse serviço e sei que todos tiverem consciência de uma cidade limpa e organizada estaremos cuidando também de nossas famílias e vizinhos... Obrigada Prefeitura pelo excelente serviço a sua população","2023-08-24T15:11:57.000Z"
"👏👏👏👏","2023-08-24T15:44:53.000Z"
"@5456_adriana só esqueceram de dizer que é cobrado no IPTU","2023-08-24T15:47:59.000Z"
"👏👏👏😍","2023-08-24T16:37:18.000Z"
"👏👏👏","2023-08-24T17:12:34.000Z"
"Parabéns Prefeito pelo excelente trabalho que esta fazendo","2023-08-24T18:13:09.000Z"
"@adriapinheiro09 o IPTU é um imposto municipal ,esse serviço não é cobrado particularmente.A equipe é responsável e honesta.","2023-08-24T23:48:38.000Z"
"Inclusive eu fiz uma e vamos instalar lá no macapaba","2023-08-25T00:52:48.000Z"
"Vocês recolhem caixa de papelão... Estou com uma quantidade de caixas para descartar e não sei onde... Podem me ajudar?","2023-08-25T02:39:31.000Z"
"Paguei um absurdo,  juntamente com o IPTU e nunca usei o serviço.  @dr.furlan  pagar sem usar.😢","2023-08-25T03:23:48.000Z"
"A propaganda não fala que paga.","2023-08-25T03:24:24.000Z"
"Pra mim foi ótimo funcionou vieram e agendaram","2023-08-25T05:52:04.000Z"
"@prefeiturademacapa cobra sim. Cobram no IPTU e provo isso.","2023-08-25T13:52:35.000Z"
"Paga sim.","2023-08-25T13:52:56.000Z"
"Só papo,esperei dois meses virem buscar um colchão, até hoje não apareceram?","2023-08-26T10:09:21.000Z"
"Nem funciona esse número,isso aí é só mentira,liguei várias vezes pra esse número e nem chama","2023-08-26T12:56:35.000Z"
"Parabéns","2023-08-26T14:51:06.000Z"
"@arturobernard_ 👏 ki bacana, parabéns  por sua iniciativa","2023-08-27T22:08:09.000Z"
"@fbio_tenorio","2023-08-29T05:25:16.000Z"
"@dih_pantoj olha amor","2023-08-29T05:25:23.000Z"
"Nunca veio na nossa rua, marcamos e nunca veio","2023-08-29T09:40:31.000Z"
"O número da inexistente","2023-08-30T16:52:10.000Z"
"Em casa não vieram","2023-09-03T00:03:52.000Z"
"Tem número pra whatsapp?","2023-09-21T10:29:42.000Z"
"Olá, ainda existe esse serviço, ou número? Porquê eu liga e fala que não existe.","2023-10-23T12:49:14.000Z"
"👏👏👏","2023-08-22T22:46:38.000Z"
"É isso secretária Macapá está Diferente e a educação também 👏👏👏","2023-08-22T22:54:02.000Z"
"👏👏👏 programa top 😍 @dr.furlan trazendo através da SEMEC uma especialização para professores e corpo técnico, para cuidado de nossos alunos mais que especiais 😍.","2023-08-22T23:33:45.000Z"
"@nazare.leal 🤩❤️","2023-08-23T12:24:55.000Z"
"@vanilda_quaresma 🤩","2023-08-23T12:25:00.000Z"
"@euandraderay ❤️🥰","2023-08-23T12:20:14.000Z"
"@_euanabel O trabalho não para 💪","2023-08-23T12:20:22.000Z"
"@wericksonmichel 🤩💚","2023-08-23T12:20:32.000Z"
"@elieloliveiradaschagas Olá, Eliel! A SEMOB conta com um canal de ouvidoria para que você possa fazer sua solicitação de forma rápida e segura, onde você pode expressar suas necessidades, sugestões e reclamações sobre as obras municipais. 
Whatsapp (96) 98813 4923 ou (96) 98802 8376","2023-08-23T12:20:42.000Z"
"@mya_kly Olá! A SEMOB conta com um canal de ouvidoria para que você possa fazer sua solicitação de forma rápida e segura, onde você pode expressar suas necessidades, sugestões e reclamações sobre as obras municipais. 
Whatsapp (96) 98813 4923 ou (96) 98802 8376","2023-08-23T12:20:49.000Z"
"@silvabethannya Olá, Bethannya! A SEMOB conta com um canal de ouvidoria para que você possa fazer sua solicitação de forma rápida e segura, onde você pode expressar suas necessidades, sugestões e reclamações sobre as obras municipais. 
Whatsapp (96) 98813 4923 ou (96) 98802 8376","2023-08-23T12:20:59.000Z"
"@silva.alessandradasilva Olá, Alessandra! A SEMOB conta com um canal de ouvidoria para que você possa fazer sua solicitação de forma rápida e segura, onde você pode expressar suas necessidades, sugestões e reclamações sobre as obras municipais. 
Whatsapp (96) 98813 4923 ou (96) 98802 8376","2023-08-23T12:21:18.000Z"
"@playstation064 Olá! A SEMOB conta com um canal de ouvidoria para que você possa fazer sua solicitação de forma rápida e segura, onde você pode expressar suas necessidades, sugestões e reclamações sobre as obras municipais. 
Whatsapp (96) 98813 4923 ou (96) 98802 8376","2023-08-23T12:21:23.000Z"
"@alaf.limaof 🥰❤️","2023-08-23T12:21:28.000Z"
"@ebrelyandrade 💚👏","2023-08-23T12:21:38.000Z"
"@aline_s_s2019 Olá, Aline! A SEMOB conta com um canal de ouvidoria para que você possa fazer sua solicitação de forma rápida e segura, onde você pode expressar suas necessidades, sugestões e reclamações sobre as obras municipais. 
Whatsapp (96) 98813 4923 ou (96) 98802 8376","2023-08-23T12:21:54.000Z"
"@jeancassiofelix Olá, Jean! A SEMOB conta com um canal de ouvidoria para que você possa fazer sua solicitação de forma rápida e segura, onde você pode expressar suas necessidades, sugestões e reclamações sobre as obras municipais. 
Whatsapp (96) 98813 4923 ou (96) 98802 8376","2023-08-23T12:22:02.000Z"
"@sandala_barbosa Olá, Sandala! A SEMOB conta com um canal de ouvidoria para que você possa fazer sua solicitação de forma rápida e segura, onde você pode expressar suas necessidades, sugestões e reclamações sobre as obras municipais. 
Whatsapp (96) 98813 4923 ou (96) 98802 8376","2023-08-23T12:22:09.000Z"
"@catianapereirareis03 Olá, Catiana! Iremos encaminhar sua demanda ao setor responsável","2023-08-23T12:22:27.000Z"
"@elieloliveiradaschagas Olá, Eliel! Em breve estaremos aí","2023-08-23T12:22:43.000Z"
"@santosfaelle Olá, Santos! A SEMOB conta com um canal de ouvidoria para que você possa fazer sua solicitação de forma rápida e segura, onde você pode expressar suas necessidades, sugestões e reclamações sobre as obras municipais. 
Whatsapp (96) 98813 4923 ou (96) 98802 8376","2023-08-23T12:22:57.000Z"
"@prefeiturademacapa eu já fiz isso,  e nada foi resolvido","2023-08-23T12:24:03.000Z"
"@prefeiturademacapa já fomos na SEMOB, SEMAM e nada já esse bairro já existe há 17 anos...","2023-08-23T12:26:50.000Z"
"SEMOB um canal que nem te responde!","2023-08-23T12:28:20.000Z"
"@prefeiturademacapa a única coisa que eles falam, é que está no cronograma, não definem data, o qual projeto proposto de melhorias para o bairro. Falar só isso meio que perde a credibilidade do canal.","2023-08-23T12:32:57.000Z"
"Gostaria de saber se vão terminar ainda esse ano a escola do Residencial Mestre Oscar Santos e a Creche do Sol nascente @prefeiturademacapa @dr.furlan","2023-08-23T12:39:08.000Z"
"Estamos esperando asfaltar a travessa Carlos Almeida de Souza no jardim 1","2023-08-23T13:21:25.000Z"
"@gleisonffonseca38 na verdade ele passou 8 anos. Tirando o asfalto de 15cm da Leopoldo Machado 🤦‍♂️ não lembro de muita coisa que ele fez. Mas com o povo é muito consciente, elegeu ele. mas isso não vem ao caso, dele não esperava nada. Cobro do @dr.furlan pq ele dá indícios de trabalho e vejo uma esperança de ver uma rua que existe a quase 30 anos ser finalmente asfaltada.","2023-08-23T13:53:48.000Z"
"@prefeiturademacapa ainda aqui aguardando! 😢🙌","2023-08-23T13:54:46.000Z"
"O meu prefeitao se fosse o senhor asfalta a rua cerejas no Brasil novo #prefeiturademacapá .Só pra mostrar p governador que passou lá pedindo votos 3 vezes só raspou deixou só poeira e lama..e nunca foi asfaltada.😢 E criança passando pela lama,cadeirante tendo que ser carregado..só o senhor vendo pra crêr 🙌","2023-08-23T15:04:03.000Z"
"@prefeiturademacapa já estou cansada de mandar msg, mandando eu aguarda,várias avenidas contemplada e a nossa sempre ficando de lado ..","2023-08-23T15:41:01.000Z"
"@prefeiturademacapa eu gostaria de saber por quê veio recursos para pavimentação, asfaltamento para bem dizer todas as avenidas do bairro ?e simplesmente quando chega na vez da avenida Álvaro carvalho barbosa,eles pulam o serviço será quê é tão difícil assim,faz a terra planagem?","2023-08-23T15:44:55.000Z"
"@prefeiturademacapa Estamos cansados, de cobrar do prefeito a terraplanagem e asfaltamento e até hoje nada,quando for feito o serviço da avenida lhe garanto que não vou perturbar,mais enquanto não for feito eu estarei nas redes sociais.","2023-08-23T15:47:13.000Z"
"E a Avenida Antônio Carlos Reis? Vai ser asfaltada?
Por duas vezes vieram fazer o serviço e deixaram pra lá!
Vocês vem fazer o asfalto aqui?","2023-08-23T15:50:42.000Z"
"Acho que a gente pode dizer, sem medo de errar, Macapá tá muito diferente. O homem trabalha.👏👏","2023-08-23T16:09:52.000Z"
"Sinto muito orgulho em fazer parte dessa gestão,  onde se prioriza o bem estar da população,  uma b","2023-08-23T17:17:28.000Z"
"Parabéns pela iniciativa.","2023-08-23T17:18:32.000Z"
"Aqui no Bairro Sol Nascente até hoje tá jogado às traças. Virou lugar de lixeiras viciadas e de escuridão. Sei que não é culpa do prefeito. Mas precisa-se fazer alguma coisa. Está tudo inacabado e esquecido por aqui. @dr.furlan","2023-08-23T17:51:39.000Z"
"@giuli.novv @prefeiturademacapa","2023-08-23T17:51:54.000Z"
"@caio_gurjao tenho certeza que ele tem vontade de asfaltar toda cidade e com o tempo irá chegar sua rua!","2023-08-23T18:19:38.000Z"
"A pavimentação da AV Vinicius de Moraes no Sol nascente foi abandonada no meio do processo. Fizeram a terraplanagem e largaram de mão. Bora terminar o serviço, Prefeitão. Achei que dessa vez iria sair","2023-08-23T18:57:28.000Z"
"Obrigada @prefeiturademacapa @dr.furlan e todas as pessoas que colaboraram para que essa obra fosse feita. Um progresso para nosso bairro 🙏🏼🙏🏼🙌🏼👏🏼👏🏼","2023-08-23T22:47:53.000Z"
"Goiabal e um povo esquecido,  só vai ser lembrando no tempo de campanha 😢😢","2023-08-24T00:51:09.000Z"
"Prefeito olhe pelo Brasil novo que tem via que está sem pavimentação e cada chuva que dá fica um lamaçal... na av seringais do Brasil novo..","2023-08-24T12:19:38.000Z"
"@adailson_ataid a semob só fala que tá esperando verba","2023-08-24T12:21:03.000Z"
"Parabéns prefeito","2023-08-24T12:54:22.000Z"
"@prefeiturademacapa eu quero muito que ele olhasse pra gente aqui","2023-08-24T13:44:50.000Z"
"👏👏👏","2023-08-24T15:36:01.000Z"
"Final da rua Fernando Alves de Oliveira novo horizonte, só buraco e poeira","2023-08-24T23:00:26.000Z"
"@maikegama para com teu olho gordo mano .. já merendou abraça 🔥😂","2023-08-24T23:42:31.000Z"
"@maikegama calma meu amigo kkkk sua vez vai chegar!","2023-08-24T23:42:47.000Z"
"Verdade a Rua Nair maria sousa da costa, marabaixo2 ja tem anos que sofremos rua so lama e buracos pedimos uma atençãoao nosso @dr.furlan ja esta intrafegavel @maikegama","2023-08-24T23:44:19.000Z"
"@prefeiturademacapa as Ruas do marabaixo 4 obras pavimentação da via publicas estão paradas qual motivo ?","2023-08-24T23:47:40.000Z"
"Prefeito Furlan, olhe para o bairro açaí, pois apenas metade do bairro foi asfaltada na gestão passada. Dê atenção para essa parte do bairro que não foi contemplada.","2023-08-25T00:01:12.000Z"
"@prefeiturademacapa JA FIZ A SOLICITACAO EM MEADOS DO FIM DO ANO PASSADO , A PROMESSA ERA QUE FOSSE FEITO O ASFALTO NO PRIMEIRO SEMESTRE DESTE ANO E ATE AGORA NADA","2023-08-29T02:51:08.000Z"
"👏👏👏👏👏","2023-08-24T22:15:14.000Z"
"👏👏","2023-08-25T10:20:06.000Z"
"@kiralima06 🥰❤️","2023-08-25T12:01:48.000Z"
"@fisiokarenlacerda 😻","2023-08-25T12:01:51.000Z"
"👏👏👏👏👏","2023-08-22T22:43:43.000Z"
"👏👏👏","2023-08-22T22:53:48.000Z"
"👏👏👏👏 vai ser maravilhosa a ação!","2023-08-22T22:56:12.000Z"
"Mais uma ação do cram Municipal, através da Secretaria de Direitos Humanos e Prefeitura Municpal de Macapá, levando serviços para população do Residencial Mucajá👏👏💜💜","2023-08-22T22:59:10.000Z"
"Poderia ter encaminhamento para aplicação do DIU","2023-08-22T23:08:53.000Z"
"👏👏👏","2023-08-22T23:10:18.000Z"
"😍","2023-08-22T23:18:53.000Z"
"👏👏👏👏👏👏👏😍","2023-08-22T23:27:17.000Z"
"👏👏👏❤️","2023-08-23T00:21:18.000Z"
"👏👏👏👏","2023-08-23T00:44:30.000Z"
"@brunossnascimento 💜💜💜","2023-08-23T12:23:20.000Z"
"@mnc_nascos 💜🤩","2023-08-23T12:23:24.000Z"
"@juliane.lopes25 💜","2023-08-23T12:23:29.000Z"
"@giovanapass0s 💜💜💜","2023-08-23T12:23:33.000Z"
"@helemdagraca 🤩💜","2023-08-23T12:23:37.000Z"
"@katiamartins_22 💜🥰","2023-08-23T12:23:42.000Z"
"@_euanabel 💜💜💜","2023-08-23T12:23:47.000Z"
"@premoldadospinguim 💜😍","2023-08-23T12:23:52.000Z"
"@ritinha6627 😍💜","2023-08-23T12:23:56.000Z"
"@morenagessica Olá, Morena! Você consegue o encaminhamento com o clínico geral de qualquer Unidade Básica de Saúde 💪","2023-08-23T12:24:28.000Z"
"💜😍","2023-08-23T12:24:36.000Z"
"👏👏👏👏👏","2023-08-23T16:49:12.000Z"
"Podiam fazer na zona norte também","2023-08-23T17:03:21.000Z"
"É a Gestão reunida em um só propósito , atender a nossa comunidade de Macapá , hoje especificamente a comunidade do residencial Mucajá . Juntos SDH / SEMAS como nosso CRAS FELICIDADE  e outros parceiros . Juntos somos mais fortes . Gestão PREEFEITAO 💪💪💪💪","2023-08-26T13:16:54.000Z"
"Quais são os dias pra fazer?","2023-08-22T13:29:15.000Z"
"@leh_.vittoria Olá, Leh! O curso acontece nos dias 23, 24 e 25 de Agosto","2023-08-22T13:48:39.000Z"
"Faz aonde a inscrição?","2023-08-22T15:35:03.000Z"
"Essas oficinas são interessantes,mas poderia ser na zona norte tb.","2023-08-22T16:28:32.000Z"
"Zona norte..tá esquecida ..Infraero2 nem se fala @prefeiturademacapa","2023-08-22T18:06:38.000Z"
"@lilias.peres , a partir de setembro terá a caravana de oficinas para todas as zonas de Macapá -AP.","2023-08-22T18:23:57.000Z"
"@prefeiturademacapa Poderia ter essas ações no cras união,no bairro Perpétuo Socorro.","2023-08-22T19:08:21.000Z"
"@maria_raimunda_castro 👏👏👏#vem infraero","2023-08-22T19:32:35.000Z"
"Coloca cursos que agrega no currículo. Exemplo operador de caixa, assistente administrativo, Recepcionista.","2023-08-22T19:38:42.000Z"
"Faz uma oficina dessas aqui na zona norte!! 😍","2023-08-22T19:42:18.000Z"
"@marisalles.96 Olá! Iremos encaminhar sua sugestão ao setor responsável","2023-08-23T12:28:46.000Z"
"@82anebrito Olá, Ane! Iremos encaminhar sua sugestão ao setor responsável","2023-08-23T12:28:56.000Z"
"@katiajordq Olá, Katia! Em breve estaremos aí","2023-08-23T12:29:11.000Z"
"@jaclisantos Olá! Iremos encaminhar sua sugestão ao setor responsável","2023-08-23T12:29:21.000Z"
"@drikahferreira07","2023-08-23T13:04:59.000Z"
"👏👏👏👏👏👏","2023-08-23T13:07:25.000Z"
"Valorização dos trabalhadores! 😍","2023-08-23T13:07:50.000Z"
"A mais linda de todas.. Que orgulho, mãe. Te amo ❤️","2023-08-23T13:20:38.000Z"
"👏👏👏👏","2023-08-23T13:24:36.000Z"
"Famosa selma lanches 😍","2023-08-23T13:24:48.000Z"
"Geração de renda, é isso aí. 👏🏻👏🏻👏🏻👏🏻👏🏻","2023-08-23T13:24:57.000Z"
"@brunossnascimento 💚🥰","2023-08-23T13:27:53.000Z"
"@nellyprrs 😍","2023-08-23T13:27:57.000Z"
"@drikahferreira07 ❤️❤️❤️","2023-08-23T13:28:04.000Z"
"@brunossnascimento 😍❤️","2023-08-23T13:28:14.000Z"
"@eliisamaciel 💖","2023-08-23T13:28:27.000Z"
"@gabriellaardgs ❤️","2023-08-23T13:28:29.000Z"
"@nellyprrs 😍","2023-08-23T13:28:38.000Z"
"👏👏👏👏","2023-08-23T13:32:33.000Z"
"👏👏👏","2023-08-23T13:41:10.000Z"
"Como é bom ver o pequeno empreendedor crescer junto com a nossa cidade.","2023-08-23T13:42:38.000Z"
"👏👏","2023-08-23T13:46:58.000Z"
"@diegosantosmcp Gestão para todas e todos 💖","2023-08-23T13:50:18.000Z"
"O que tem resolver transporte aqui em Macapá os ônibus é e também demora muito passar na parada no ônibus tem colocar mais ônibus na cidade","2023-08-23T13:54:46.000Z"
"@bucaneirodjil 🥰❤️","2023-08-23T14:17:06.000Z"
"@pholiveira07 💚","2023-08-23T14:17:11.000Z"
"@andriaaguiar_ 🥰❤️","2023-08-23T14:45:46.000Z"
"😍😍😍😍","2023-08-23T16:20:18.000Z"
"Valorizando Empreendedorismo👏👏 Macapá tá diferente😍 tmj 🤝","2023-08-23T18:05:31.000Z"
"👏👏👏","2023-08-23T20:47:35.000Z"
"O empreendedorismo popular em Macapá tem mostrado a força e resiliência de nossa comunidade. Agradeço ao Prefeito Furlan por reconhecer esse potencial e criar oportunidades incríveis para negócios florescerem na cidade. Juntos, estamos construindo um futuro mais próspero! 🌟 #MacapáEmpreendedora #ObrigadoPrefeitoFurlan","2023-08-24T10:52:30.000Z"
"Nosso prefeito valorizando toda a população! 👏😍","2023-08-24T10:58:34.000Z"
"😍","2023-08-24T17:13:49.000Z"
"Alô prefeitura! A equipe que realizou este trabalho ainda não recebeu o seu pagamento. É chocante ver que pessoas que trabalham honestamente precisam fazer escândalo para receber o que lhes é devido. Por trás da realização desse vídeo há uma equipe com motoristas, fotógrafos, ajudantes, videomakers etc que tem suas famílias para sustentar.
O próprio poder público normalizou o calote, e isso dentro de uma capital. Me pergunto onde estamos indo parar. 
Macapá tá diferente, SÓ QUE NÃO!!","2023-09-20T11:07:44.000Z"
"👏👏👏👏🙌","2023-08-22T20:50:25.000Z"
"👏👏👏👏👏","2023-08-22T20:57:02.000Z"
"Esse atendimento odontológico é pra adulto e infantil?","2023-08-22T20:59:30.000Z"
"👏👏👏","2023-08-22T21:08:31.000Z"
"👏👏👏","2023-08-22T21:12:15.000Z"
"Excelente ação 👏👏👏","2023-08-22T21:19:16.000Z"
"@thay_santos_lm","2023-08-22T21:51:20.000Z"
"👏👏👏👏","2023-08-22T22:49:03.000Z"
"Boa Noite! Vai ter atendimento com assistente social?","2023-08-22T23:10:16.000Z"
"👏👏👏👏👏👏👏👏","2023-08-23T00:04:31.000Z"
"👏👏👏👏👏👏👏👏","2023-08-23T00:49:26.000Z"
"@__valsntos__ acho que uma ação pras grávidas e puérperas","2023-08-23T01:13:17.000Z"
"@__valsntos__ agosto dourado,mês do incentivo ao aleitamento materno.","2023-08-23T01:14:26.000Z"
"👏👏👏👏","2023-08-23T01:40:16.000Z"
"@_lianecastelo  bora logo lá fazer essa ultrassom","2023-08-23T01:40:47.000Z"
"Mas é só pra grávida????Essa ação????","2023-08-23T02:18:13.000Z"
"Show de bola Prefeito!!! Um dia estarei atendendo o povo de minha terra .","2023-08-23T08:32:55.000Z"
"@brunossnascimento 😍❤️","2023-08-23T12:25:07.000Z"
"@ruth.benathar 💚","2023-08-23T12:25:10.000Z"
"@kiralima06 💖☺️","2023-08-23T12:25:13.000Z"
"@_euluciiana._ ❤️❤️❤️","2023-08-23T12:25:17.000Z"
"@emersonpompeu 💚💚💚","2023-08-23T12:25:21.000Z"
"@hugoolopes 💖","2023-08-23T12:25:24.000Z"
"@jhovanaaguiar_ 🥰❤️","2023-08-23T12:25:28.000Z"
"@marasouza136 💚🙂","2023-08-23T12:25:34.000Z"
"@premoldadospinguim ❤️🥰","2023-08-23T12:25:45.000Z"
"@elizi145213 💚😍","2023-08-23T12:25:50.000Z"
"@albert21soares 🤩💖","2023-08-23T12:25:58.000Z"
"@diegofabiosccp 🥳","2023-08-23T12:26:09.000Z"
".","2023-08-23T17:26:21.000Z"
"Ações contínuas para população, mostrando para o que veio.","2023-08-24T02:06:39.000Z"
"Olá @prefeiturademacapa a consulta com Clínico geral é só para mulher?","2023-08-24T04:12:48.000Z"
"Ações sempre em prol do povo 👏👏👏","2023-08-24T18:20:03.000Z"
"Boa pergunta, também gostaria de saber.. homens também podem se consulta com clínico geral? @prefeiturademacapa","2023-08-24T22:03:02.000Z"
"👏👏👏","2023-08-25T04:12:03.000Z"
"@samia_vilhena ❤️😍","2023-08-25T13:47:42.000Z"
"@jana_cant 💚","2023-08-25T13:47:47.000Z"
"@lennyalmeida24 💖","2023-08-25T13:47:53.000Z"
"Acredito eu que não, pela interpretação do texto na publicação é uma ação para a população em geral, só vão somar com a campanha do mês dourado, para engajar sobre a importância do aleitamento materno, então não são só grávidas, vai ser só tipo uma atração principal.","2023-08-25T14:15:03.000Z"
